"from_name","type","story","likes_count","comments_count","shares_count"
"Jennis BNK48","photo",NA,3492,97,97
"Jennis BNK48","photo",NA,2965,84,79
"Jennis BNK48","status",NA,2295,23,12
"Jennis BNK48","photo",NA,3913,123,190
"Jennis BNK48","photo",NA,3925,85,216
"Jennis BNK48","photo",NA,4050,74,211
"Jennis BNK48","photo",NA,2693,59,113
"Jennis BNK48","photo",NA,3568,105,203
"Jennis BNK48","photo",NA,3601,74,188
"Jennis BNK48","photo",NA,3695,74,201
"Jennis BNK48","photo","Jennis BNK48 shared a post.",954,16,8
"Jennis BNK48","photo",NA,2492,76,147
"Jennis BNK48","status",NA,2334,49,64
"Jennis BNK48","status",NA,1486,24,13
"Jennis BNK48","status",NA,1201,30,4
"Jennis BNK48","photo",NA,2505,42,72
"Jennis BNK48","photo",NA,2756,72,65
"Jennis BNK48","status",NA,2014,85,69
"Jennis BNK48","photo","Jennis BNK48 shared a post.",1192,33,11
"Jennis BNK48","photo",NA,3711,145,154
"Jennis BNK48","video","Jennis BNK48 shared a video.",1234,35,11
"Jennis BNK48","photo",NA,4554,248,238
"Jennis BNK48","status",NA,2493,125,15
"Jennis BNK48","photo",NA,2562,76,67
"Jennis BNK48","status",NA,1986,38,124
"Jennis BNK48","photo",NA,2948,89,177
"Jennis BNK48","photo",NA,2148,33,63
"Jennis BNK48","status",NA,2655,88,267
"Jennis BNK48","status",NA,2595,301,47
"Jennis BNK48","photo",NA,4113,125,333
"Jennis BNK48","photo",NA,2824,60,120
"Jennis BNK48","video",NA,1260,47,72
"Jennis BNK48","status",NA,2076,31,14
"Jennis BNK48","photo",NA,2387,41,94
"Jennis BNK48","video",NA,2005,50,144
"Jennis BNK48","photo",NA,1653,28,31
"Jennis BNK48","status",NA,1799,88,10
"Jennis BNK48","status",NA,1890,84,63
"Jennis BNK48","status",NA,1675,61,6
"Jennis BNK48","status",NA,2623,119,155
"Jennis BNK48","photo",NA,1928,83,55
"Jennis BNK48","photo",NA,2142,39,108
"Jennis BNK48","photo",NA,2230,175,172
"Jennis BNK48","status",NA,2788,275,108
"Jennis BNK48","photo",NA,2946,81,176
"Jennis BNK48","photo",NA,1768,42,40
"Jennis BNK48","photo",NA,1518,38,40
"Jennis BNK48","photo",NA,1588,49,42
"Jennis BNK48","status",NA,1231,36,26
"Jennis BNK48","status",NA,2246,241,107
"Jennis BNK48","status",NA,1189,44,16
"Jennis BNK48","status",NA,1146,31,13
"Jennis BNK48","status",NA,1407,42,16
"Jennis BNK48","status",NA,1313,60,22
"Jennis BNK48","video",NA,1221,51,60
"Jennis BNK48","photo",NA,1449,27,29
"Jennis BNK48","status",NA,1905,62,53
"Jennis BNK48","status",NA,1762,88,25
"Jennis BNK48","status",NA,1322,41,13
"Jennis BNK48","status",NA,1614,110,19
"Jennis BNK48","status",NA,1497,56,15
"Jennis BNK48","status",NA,1694,102,58
"Jennis BNK48","status",NA,1511,43,16
"Jennis BNK48","photo",NA,2294,95,84
"Jennis BNK48","status",NA,1921,117,63
"Jennis BNK48","status",NA,1752,75,125
"Jennis BNK48","photo",NA,2001,63,62
"Jennis BNK48","photo","Jennis BNK48 shared a post.",980,50,0
"Jennis BNK48","status",NA,1649,88,27
"Jennis BNK48","status",NA,1465,35,10
"Jennis BNK48","photo",NA,1341,21,37
"Jennis BNK48","photo",NA,833,46,36
"Jennis BNK48","photo",NA,2399,62,114
"Jennis BNK48","status",NA,1695,67,18
"Jennis BNK48","status",NA,1446,53,22
"Jennis BNK48","status",NA,1453,57,18
"Jennis BNK48","status",NA,1590,67,21
"Jennis BNK48","status",NA,2041,99,75
"Jennis BNK48","status",NA,2119,129,166
"Jennis BNK48","status",NA,1276,53,23
"Jennis BNK48","photo",NA,945,40,20
"Jennis BNK48","photo",NA,1900,46,79
"Jennis BNK48","photo","Jennis BNK48 is feeling fantastic.",1597,63,41
"Jennis BNK48","status",NA,1748,50,60
"Jennis BNK48","status",NA,1363,76,19
"Jennis BNK48","photo",NA,1153,17,23
"Jennis BNK48","status",NA,1028,26,8
"Jennis BNK48","link",NA,1276,27,108
"Jennis BNK48","photo",NA,1473,28,43
"Jennis BNK48","photo","Jennis BNK48 shared a post.",997,16,0
"Jennis BNK48","photo",NA,1759,31,55
"Jennis BNK48","video","Jennis BNK48 shared a video.",500,21,0
"Jennis BNK48","status",NA,1056,27,2
"Jennis BNK48","status",NA,986,41,6
"Jennis BNK48","status",NA,1231,37,4
"Jennis BNK48","photo",NA,2178,47,87
"Jennis BNK48","photo","Jennis BNK48 shared a post.",590,9,0
"Jennis BNK48","video","Jennis BNK48 shared a video.",595,16,0
"Jennis BNK48","video",NA,1822,69,194
"Jennis BNK48","photo",NA,1857,54,70
"Jennis BNK48","photo",NA,1748,57,52
"Jennis BNK48","photo",NA,1204,24,35
"Jennis BNK48","photo",NA,1487,45,48
"Jennis BNK48","video","Jennis BNK48 shared a post.",972,61,0
"Jennis BNK48","photo",NA,1596,78,43
"Jennis BNK48","photo",NA,2030,98,66
"Jennis BNK48","photo","Jennis BNK48 shared a photo.",1056,34,0
"Jennis BNK48","photo",NA,905,17,15
"Jennis BNK48","photo",NA,1959,55,102
"Jennis BNK48","photo",NA,1648,39,101
"Jennis BNK48","photo",NA,1317,33,46
"Jennis BNK48","photo",NA,1362,26,41
"Jennis BNK48","photo",NA,1000,21,15
"Jennis BNK48","photo",NA,2090,65,94
"Jennis BNK48","photo",NA,1331,29,62
"Jennis BNK48","photo",NA,937,23,16
"Jennis BNK48","photo",NA,1117,56,18
"Jennis BNK48","photo",NA,1215,17,48
"Jennis BNK48","photo",NA,1099,11,35
"Jennis BNK48","photo",NA,1338,24,42
"Jennis BNK48","photo",NA,1696,29,75
"Jennis BNK48","photo",NA,1126,21,28
"Jennis BNK48","photo",NA,1209,25,36
"Jennis BNK48","photo",NA,1308,70,58
"Jennis BNK48","photo",NA,1725,263,45
"Jennis BNK48","photo",NA,1446,35,43
"Jennis BNK48","photo",NA,1357,27,53
"Jennis BNK48","photo","Jennis BNK48 shared a post.",598,39,0
"Jennis BNK48","photo",NA,1461,26,42
"Jennis BNK48","photo","Jennis BNK48 shared a post.",541,14,0
"Jennis BNK48","photo",NA,1745,35,76
"Jennis BNK48","photo","Jennis BNK48 shared a photo.",858,39,0
"Jennis BNK48","photo",NA,1370,23,36
"Jennis BNK48","photo",NA,1416,16,35
"Jennis BNK48","photo","Jennis BNK48 updated their profile picture.",2627,40,15
"Jennis BNK48","photo",NA,1660,27,52
"Jennis BNK48","photo",NA,1348,28,35
"Jennis BNK48","photo",NA,1294,3,32
"Jennis BNK48","video","Jennis BNK48 shared a video.",494,10,0
"Jennis BNK48","video","Jennis BNK48 shared a video.",555,8,0
"Jennis BNK48","photo",NA,1557,25,34
"Jennis BNK48","video","Jennis BNK48 shared a video.",568,26,0
"Jennis BNK48","photo",NA,1908,39,62
"Jennis BNK48","video","Jennis BNK48 shared a video.",950,44,0
"Jennis BNK48","photo",NA,1613,36,40
"Jennis BNK48","video","Jennis BNK48 shared a video.",561,8,0
"Jennis BNK48","photo","Jennis BNK48 shared a post.",587,19,0
"Jennis BNK48","photo","Jennis BNK48 shared a post.",582,14,0
"Jennis BNK48","photo","Jennis BNK48 shared a post.",421,9,0
"Jennis BNK48","photo",NA,1921,25,71
"Jennis BNK48","photo",NA,1582,16,25
"Jennis BNK48","photo",NA,1669,37,32
"Jennis BNK48","video","Jennis BNK48 shared a video.",605,14,0
"Jennis BNK48","photo",NA,1563,26,32
"Jennis BNK48","photo",NA,872,2,15
"Jennis BNK48","photo",NA,1497,15,28
"Jennis BNK48","photo","Jennis BNK48 shared a post.",775,79,0
"Jennis BNK48","video",NA,1078,28,46
"Jennis BNK48","photo",NA,1665,43,109
"Jennis BNK48","photo",NA,1413,18,29
"Jennis BNK48","photo",NA,1072,13,33
"Jennis BNK48","photo",NA,1369,17,22
"Jennis BNK48","photo",NA,1745,24,32
"Jennis BNK48","photo",NA,1339,25,56
"Jennis BNK48","photo","Jennis BNK48 updated their profile picture.",1549,5,4
"Jennis BNK48","photo",NA,1463,21,35
"Jennis BNK48","photo",NA,975,19,21
"Jennis BNK48","photo",NA,1412,17,44
"Jennis BNK48","photo",NA,1229,17,42
"Jennis BNK48","photo",NA,1119,34,15
"Jennis BNK48","photo",NA,610,6,17
"Jennis BNK48","video",NA,981,24,69
"Jennis BNK48","photo",NA,1016,13,10
"Jennis BNK48","photo",NA,1007,12,8
"Jennis BNK48","video",NA,1363,74,232
"Jennis BNK48","photo",NA,1021,13,22
"Jennis BNK48","photo",NA,1139,14,34
"Jennis BNK48","photo",NA,1490,58,31
"Jennis BNK48","photo",NA,1381,30,58
"Jennis BNK48","photo",NA,1241,23,22
"Jennis BNK48","photo",NA,1206,32,34
"Jennis BNK48","photo",NA,332,6,3
"Jennis BNK48","photo",NA,1210,16,39
"Jennis BNK48","photo",NA,1229,16,42
"Jennis BNK48","photo",NA,1179,11,33
"Jennis BNK48","photo",NA,972,8,25
"Jennis BNK48","photo",NA,964,15,20
"Jennis BNK48","photo",NA,1201,19,23
"Jennis BNK48","photo",NA,1362,21,39
"Jennis BNK48","photo",NA,967,11,14
"Jennis BNK48","video",NA,1845,112,196
"Jennis BNK48","photo",NA,1094,22,27
"Jennis BNK48","photo",NA,1099,16,33
"Jennis BNK48","photo",NA,1058,15,18
"Jennis BNK48","photo",NA,1325,39,34
"Jennis BNK48","photo",NA,975,18,25
"Jennis BNK48","photo",NA,984,23,33
"Jennis BNK48","photo",NA,1251,29,54
"Jennis BNK48","photo",NA,1183,19,34
"Jennis BNK48","photo",NA,1071,17,45
"Jennis BNK48","photo",NA,1083,27,31
"Jennis BNK48","photo",NA,996,18,39
"Jennis BNK48","photo",NA,871,14,36
"Jennis BNK48","photo",NA,797,45,48
"Jennis BNK48","photo",NA,713,21,19
"Jennis BNK48","photo",NA,1414,27,38
"Jennis BNK48","photo",NA,667,29,33
"Jennis BNK48","photo",NA,1162,60,144
"Jennis BNK48","photo",NA,1454,44,124
"Jennis BNK48","photo",NA,1077,13,14
"Jennis BNK48","video",NA,1182,35,79
"Jennis BNK48","photo",NA,1239,13,26
"Jennis BNK48","photo",NA,1657,36,85
"Jennis BNK48","photo",NA,769,10,22
"Jennis BNK48","photo",NA,1148,22,25
"Jennis BNK48","photo",NA,1297,33,50
"Jennis BNK48","photo",NA,709,7,20
"Jennis BNK48","photo","Jennis BNK48 shared a post.",230,2,0
"Jennis BNK48","photo",NA,1032,12,36
"Jennis BNK48","photo",NA,945,13,16
"Jennis BNK48","photo",NA,834,7,28
"Jennis BNK48","photo",NA,815,5,18
"Jennis BNK48","photo",NA,1152,23,42
"Jennis BNK48","photo",NA,1247,27,68
"Jennis BNK48","photo",NA,1080,17,32
"Jennis BNK48","photo",NA,1012,16,43
"Jennis BNK48","photo",NA,1323,43,55
"Jennis BNK48","photo",NA,1208,24,36
"Jennis BNK48","photo",NA,905,9,35
"Jennis BNK48","photo",NA,1011,21,37
"Jennis BNK48","photo",NA,823,20,29
"Jennis BNK48","photo",NA,893,25,23
"Jennis BNK48","photo",NA,997,12,28
"Jennis BNK48","photo",NA,1836,74,67
"Jennis BNK48","photo",NA,549,13,14
"Jennis BNK48","photo",NA,861,6,16
"Jennis BNK48","photo",NA,926,13,27
"Jennis BNK48","photo",NA,733,9,35
"Jennis BNK48","photo",NA,1302,65,39
"Jennis BNK48","photo",NA,861,27,29
"Jennis BNK48","photo",NA,1100,20,41
"Jennis BNK48","photo",NA,1923,47,134
"Jennis BNK48","photo",NA,866,6,25
"Jennis BNK48","photo",NA,768,15,13
"Jennis BNK48","photo",NA,577,1,13
"Jennis BNK48","photo",NA,598,7,11
"Jennis BNK48","photo",NA,854,50,42
"Jennis BNK48","photo",NA,897,15,27
"Jennis BNK48","photo",NA,916,20,30
"Jennis BNK48","photo",NA,943,55,29
"Jennis BNK48","photo",NA,767,3,15
"Jennis BNK48","photo",NA,1012,12,47
"Jennis BNK48","photo",NA,703,16,21
"Jennis BNK48","photo",NA,739,9,28
"Jennis BNK48","photo",NA,850,16,27
"Jennis BNK48","photo",NA,954,18,44
"Jennis BNK48","photo",NA,1267,28,86
"Jennis BNK48","photo",NA,1107,16,51
"Jennis BNK48","photo",NA,936,15,40
"Jennis BNK48","video",NA,190,1,8
"Jennis BNK48","photo",NA,765,13,40
"Jennis BNK48","photo",NA,974,20,31
"Jennis BNK48","photo",NA,635,0,20
"Jennis BNK48","photo",NA,570,4,9
"Jennis BNK48","photo",NA,739,18,28
"Jennis BNK48","photo",NA,585,5,27
"Jennis BNK48","photo",NA,421,4,10
"Pun BNK48","photo",NA,23983,278,2094
"Pun BNK48","photo",NA,17784,234,1487
"Pun BNK48","video",NA,17334,435,2330
"Pun BNK48","video","Pun BNK48 shared a video.",9081,103,493
"Pun BNK48","photo",NA,40864,883,4269
"Pun BNK48","photo",NA,16651,270,1320
"Pun BNK48","photo",NA,14088,174,578
"Pun BNK48","photo",NA,17937,226,1162
"Pun BNK48","photo",NA,28288,476,2599
"Pun BNK48","photo",NA,22605,483,2182
"Pun BNK48","photo",NA,34999,623,4262
"Pun BNK48","photo",NA,11232,166,429
"Pun BNK48","photo",NA,15380,357,880
"Pun BNK48","video",NA,17310,325,2193
"Pun BNK48","photo",NA,26975,491,2505
"Pun BNK48","photo",NA,22692,335,3269
"Pun BNK48","photo",NA,8590,120,256
"Pun BNK48","photo",NA,22272,328,2211
"Pun BNK48","photo","Pun BNK48 shared a post.",10197,209,594
"Pun BNK48","video",NA,25609,574,4946
"Pun BNK48","photo",NA,22038,322,1711
"Pun BNK48","photo",NA,14571,168,565
"Pun BNK48","photo",NA,30104,342,1836
"Pun BNK48","photo",NA,10446,185,504
"Pun BNK48","video","Pun BNK48 shared a video.",8387,67,385
"Pun BNK48","photo",NA,22256,326,1444
"Pun BNK48","photo",NA,37310,571,4964
"Pun BNK48","video",NA,14693,294,1776
"Pun BNK48","photo",NA,24830,347,1571
"Pun BNK48","photo",NA,19175,179,842
"Pun BNK48","photo",NA,24901,359,2233
"Pun BNK48","photo",NA,28807,305,1749
"Pun BNK48","video",NA,15193,270,2334
"Pun BNK48","photo",NA,35499,530,2500
"Pun BNK48","photo",NA,36366,589,2566
"Pun BNK48","photo","Pun BNK48 shared a post.",12598,104,139
"Pun BNK48","video","Pun BNK48 shared a post.",14887,210,1369
"Pun BNK48","photo",NA,44095,868,8269
"Pun BNK48","photo",NA,35258,536,3388
"Pun BNK48","photo",NA,40848,673,4671
"Pun BNK48","photo","Pun BNK48 shared a post.",7397,44,116
"Pun BNK48","photo",NA,28548,312,2469
"Pun BNK48","video","Pun BNK48 shared a video.",9557,95,368
"Pun BNK48","photo",NA,12128,137,621
"Pun BNK48","video",NA,21785,397,2647
"Pun BNK48","photo",NA,21990,315,1784
"Pun BNK48","photo",NA,33531,532,3452
"Pun BNK48","photo",NA,27120,364,1754
"Pun BNK48","photo",NA,19375,460,1689
"Pun BNK48","photo",NA,11439,168,456
"Pun BNK48","photo",NA,37644,626,4409
"Pun BNK48","video",NA,13346,329,789
"Pun BNK48","photo",NA,40958,633,4470
"Pun BNK48","photo",NA,37847,611,2808
"Pun BNK48","photo",NA,29745,526,3146
"Pun BNK48","photo",NA,37728,579,2844
"Pun BNK48","video","Pun BNK48 shared a video.",8295,71,265
"Pun BNK48","photo",NA,23871,200,801
"Pun BNK48","photo",NA,19759,264,886
"Pun BNK48","photo",NA,28390,438,1903
"Pun BNK48","photo",NA,33085,378,2021
"Pun BNK48","photo",NA,37123,710,3964
"Pun BNK48","video",NA,19127,349,2384
"Pun BNK48","video","Pun BNK48 shared a video.",8272,106,366
"Pun BNK48","photo",NA,31397,494,2649
"Pun BNK48","photo",NA,35149,637,5397
"Pun BNK48","photo",NA,39263,735,4239
"Pun BNK48","video","Pun BNK48 shared a video.",10641,144,637
"Pun BNK48","photo",NA,17626,242,1023
"Pun BNK48","photo",NA,19934,201,952
"Pun BNK48","video",NA,30520,782,5572
"Pun BNK48","photo",NA,14430,291,532
"Pun BNK48","photo",NA,24017,309,1242
"Pun BNK48","video","Pun BNK48 shared a video.",6340,56,252
"Pun BNK48","photo",NA,61359,1306,13279
"Pun BNK48","video",NA,10653,130,498
"Pun BNK48","video",NA,7822,95,159
"Pun BNK48","video",NA,7504,119,445
"Pun BNK48","photo","Pun BNK48 updated their profile picture.",65211,1591,4378
"Pun BNK48","photo",NA,21481,334,1249
"Pun BNK48","photo",NA,29945,451,1866
"Pun BNK48","video",NA,10131,133,499
"Pun BNK48","video",NA,9286,130,680
"Pun BNK48","link",NA,14231,67,129
"Pun BNK48","photo",NA,17066,239,829
"Pun BNK48","photo",NA,24549,375,1235
"Pun BNK48","video","Pun BNK48 shared a post.",6819,76,96
"Pun BNK48","photo",NA,20334,264,2298
"Pun BNK48","photo",NA,21925,306,1548
"Pun BNK48","video","Pun BNK48 shared a post.",4402,33,68
"Pun BNK48","video",NA,12488,310,1709
"Pun BNK48","photo",NA,40974,755,5485
"Pun BNK48","photo",NA,26532,610,1328
"Pun BNK48","video","Pun BNK48 shared a video.",4907,48,199
"Pun BNK48","video","Pun BNK48 shared a video.",6243,108,207
"Pun BNK48","photo",NA,11276,137,265
"Pun BNK48","photo",NA,41603,666,8953
"Pun BNK48","video","Pun BNK48 shared a video.",7296,117,325
"Pun BNK48","video",NA,41318,1210,11784
"Pun BNK48","photo",NA,14533,191,546
"Pun BNK48","video",NA,9122,57,217
"Pun BNK48","photo","Pun BNK48 shared a post.",4841,72,76
"Pun BNK48","photo",NA,34863,391,2099
"Pun BNK48","photo",NA,8840,212,307
"Pun BNK48","video",NA,8276,119,548
"Pun BNK48","video","Pun BNK48 shared a video.",3652,31,93
"Pun BNK48","photo",NA,29765,438,1894
"Pun BNK48","photo",NA,10360,132,244
"Pun BNK48","photo",NA,15930,269,689
"Pun BNK48","photo",NA,27150,423,3047
"Pun BNK48","photo",NA,35128,424,4250
"Pun BNK48","video",NA,8589,116,531
"Pun BNK48","video","Pun BNK48 shared a video.",5447,57,309
"Pun BNK48","video","Pun BNK48 shared a video.",10581,256,1502
"Pun BNK48","photo",NA,11022,191,358
"Pun BNK48","photo",NA,20478,346,1273
"Pun BNK48","photo",NA,14398,110,352
"Pun BNK48","video","Pun BNK48 shared a video.",7431,147,1134
"Pun BNK48","photo",NA,20532,286,2163
"Pun BNK48","video","Pun BNK48 shared a video.",5554,68,201
"Pun BNK48","photo",NA,35628,603,1666
"Pun BNK48","video",NA,29971,1424,8087
"Pun BNK48","photo",NA,37949,552,2731
"Pun BNK48","photo",NA,22322,257,1150
"Pun BNK48","video","Pun BNK48 shared a video.",5923,101,158
"Pun BNK48","photo",NA,49043,1306,5960
"Pun BNK48","photo",NA,15001,134,649
"Pun BNK48","video","Pun BNK48 shared a video.",4364,46,135
"Pun BNK48","photo",NA,14563,198,416
"Pun BNK48","photo",NA,28534,398,1502
"Pun BNK48","photo",NA,54603,1968,13013
"Pun BNK48","photo",NA,7801,85,103
"Pun BNK48","photo",NA,19758,189,1468
"Pun BNK48","photo",NA,19058,406,704
"Pun BNK48","photo",NA,9639,94,189
"Pun BNK48","photo",NA,12055,169,724
"Pun BNK48","photo",NA,9490,93,255
"Pun BNK48","photo",NA,4779,51,37
"Pun BNK48","photo",NA,8373,107,250
"Pun BNK48","video",NA,13247,556,2177
"Pun BNK48","photo",NA,11024,173,545
"Pun BNK48","photo",NA,10029,153,423
"Pun BNK48","photo",NA,12622,290,3150
"Pun BNK48","photo",NA,5684,43,130
"Pun BNK48","photo",NA,9007,131,356
"Pun BNK48","photo",NA,5031,62,114
"Pun BNK48","photo",NA,6681,89,222
"Pun BNK48","photo",NA,27000,1213,12403
"Pun BNK48","video",NA,5783,108,313
"Pun BNK48","photo",NA,5225,98,428
"Pun BNK48","photo",NA,3814,57,124
"Pun BNK48","photo",NA,3716,71,129
"Pun BNK48","photo",NA,3254,109,65
"Pun BNK48","photo",NA,7146,116,370
"Pun BNK48","photo",NA,9540,275,4374
"Pun BNK48","video",NA,8648,261,1146
"Pun BNK48","photo",NA,4260,69,153
"Pun BNK48","photo",NA,4896,92,145
"Pun BNK48","photo",NA,3718,55,90
"Pun BNK48","photo",NA,4771,96,579
"Pun BNK48","photo",NA,1715,22,12
"Pun BNK48","photo",NA,4537,150,201
"Pun BNK48","photo",NA,2922,30,53
"Pun BNK48","video",NA,5176,262,870
"Pun BNK48","photo",NA,4230,69,240
"Pun BNK48","photo",NA,3344,38,90
"Pun BNK48","photo",NA,4917,176,235
"Pun BNK48","video","Pun BNK48 shared a video.",1052,24,1
"Pun BNK48","photo",NA,4317,67,294
"Pun BNK48","photo",NA,2467,34,93
"Pun BNK48","photo",NA,4863,91,283
"Pun BNK48","photo",NA,2940,24,72
"Pun BNK48","photo",NA,4226,72,188
"Pun BNK48","photo",NA,4531,72,328
"Pun BNK48","photo",NA,3466,40,120
"Pun BNK48","photo",NA,4866,92,401
"Pun BNK48","photo",NA,3033,28,73
"Pun BNK48","photo",NA,1797,48,27
"Pun BNK48","photo",NA,2676,32,59
"Pun BNK48","photo",NA,4124,80,213
"Pun BNK48","photo",NA,2952,37,153
"Pun BNK48","photo",NA,2109,25,46
"Pun BNK48","photo",NA,3030,62,125
"Pun BNK48","photo","Pun BNK48 shared a post.",1072,42,0
"Pun BNK48","photo",NA,2064,21,62
"Pun BNK48","photo",NA,3195,42,122
"Pun BNK48","photo",NA,2499,24,48
"Pun BNK48","photo",NA,2212,9,74
"Pun BNK48","photo",NA,3850,132,190
"Pun BNK48","photo",NA,2701,50,124
"Pun BNK48","photo",NA,2615,37,103
"Pun BNK48","photo",NA,1621,12,18
"Pun BNK48","photo",NA,2906,59,234
"Pun BNK48","photo",NA,2466,50,127
"Pun BNK48","photo",NA,2111,17,38
"Pun BNK48","photo","Pun BNK48 updated their profile picture.",3265,52,17
"Pun BNK48","photo",NA,2942,49,113
"Pun BNK48","photo",NA,1212,5,12
"Pun BNK48","photo",NA,2625,33,78
"Pun BNK48","photo",NA,2159,67,77
"Pun BNK48","photo",NA,2660,43,99
"Pun BNK48","photo",NA,1930,26,81
"Pun BNK48","photo",NA,2330,70,44
"Pun BNK48","photo",NA,1724,33,19
"Pun BNK48","photo","Pun BNK48 updated their profile picture.",1893,7,3
"Pun BNK48","photo",NA,2118,17,51
"Pun BNK48","photo",NA,2174,13,75
"Pun BNK48","video",NA,21135,830,3340
"Pun BNK48","photo",NA,1817,10,38
"Pun BNK48","photo",NA,2010,25,30
"Pun BNK48","photo",NA,2425,39,111
"Pun BNK48","photo",NA,2799,50,334
"Pun BNK48","photo",NA,1540,21,18
"Pun BNK48","photo",NA,1337,7,38
"Pun BNK48","photo",NA,1753,14,16
"Pun BNK48","photo",NA,2489,47,166
"Pun BNK48","photo",NA,1493,19,37
"Pun BNK48","photo",NA,1515,22,59
"Pun BNK48","photo",NA,1274,26,21
"Pun BNK48","photo",NA,1294,14,27
"Pun BNK48","photo",NA,1639,20,56
"Pun BNK48","photo",NA,1923,18,63
"Pun BNK48","photo",NA,555,13,8
"Pun BNK48","video",NA,1616,29,113
"Pun BNK48","photo",NA,1582,32,101
"Pun BNK48","photo",NA,1392,16,27
"Pun BNK48","photo",NA,1975,39,49
"Pun BNK48","photo",NA,1832,22,56
"Pun BNK48","photo",NA,1505,17,19
"Pun BNK48","photo",NA,1255,7,33
"Pun BNK48","video",NA,1370,15,77
"Pun BNK48","photo",NA,1942,37,51
"Pun BNK48","video",NA,1322,22,96
"Pun BNK48","video",NA,2670,25,190
"Pun BNK48","video",NA,2723,72,295
"Pun BNK48","photo",NA,1491,19,43
"Pun BNK48","video",NA,2216,22,85
"Pun BNK48","video",NA,1085,23,29
"Pun BNK48","video",NA,1031,23,41
"Pun BNK48","photo",NA,1287,15,36
"Pun BNK48","photo",NA,1742,27,70
"Pun BNK48","photo",NA,1370,14,43
"Pun BNK48","video",NA,7539,642,3142
"Pun BNK48","photo",NA,1642,27,39
"Pun BNK48","photo",NA,1616,82,48
"Pun BNK48","video",NA,969,11,27
"Pun BNK48","photo",NA,2000,30,65
"Pun BNK48","photo",NA,1766,19,49
"Pun BNK48","photo",NA,1719,24,57
"Pun BNK48","photo",NA,1906,30,92
"Pun BNK48","photo",NA,1223,19,33
"Pun BNK48","photo","Pun BNK48 shared a post.",308,2,0
"Pun BNK48","photo",NA,1628,31,50
"Pun BNK48","photo",NA,5886,132,856
"Pun BNK48","photo",NA,1989,10,61
"Pun BNK48","video",NA,626,8,14
"Pun BNK48","photo",NA,1879,25,60
"Pun BNK48","photo",NA,2889,81,478
"Pun BNK48","photo",NA,2021,43,100
"Pun BNK48","photo",NA,1551,16,51
"Pun BNK48","photo",NA,1821,32,73
"Pun BNK48","photo",NA,1427,16,57
"Pun BNK48","photo",NA,3263,122,621
"Pun BNK48","photo",NA,1499,64,92
"Pun BNK48","photo",NA,901,13,21
"Pun BNK48","photo",NA,3621,102,454
"Pun BNK48","photo",NA,1630,6,40
"Pun BNK48","video",NA,1157,27,68
"Pun BNK48","photo",NA,1708,41,67
"Pun BNK48","video",NA,1090,19,120
"Pun BNK48","photo",NA,2026,14,104
"Pun BNK48","photo",NA,1648,15,44
"Pun BNK48","photo",NA,1499,10,46
"Pun BNK48","photo",NA,2205,37,176
"Pun BNK48","photo",NA,972,20,26
"Pun BNK48","photo",NA,769,10,8
"Pun BNK48","photo",NA,725,21,31
"Pun BNK48","photo",NA,1150,16,65
"Pun BNK48","photo",NA,1343,14,36
"Pun BNK48","photo",NA,1770,28,104
"Pun BNK48","photo",NA,1364,16,35
"Pun BNK48","photo",NA,1577,32,82
"Pun BNK48","video",NA,855,9,54
"Pun BNK48","photo",NA,1348,56,77
"Pun BNK48","photo",NA,559,6,16
"Pun BNK48","photo",NA,792,8,48
"Pun BNK48","photo",NA,1351,32,53
"Pun BNK48","video",NA,1581,45,230
"Pun BNK48","photo",NA,556,3,8
"Orn BNK48","photo",NA,24964,457,2307
"Orn BNK48","photo",NA,15229,223,1057
"Orn BNK48","photo","Orn BNK48 shared a post.",8425,99,143
"Orn BNK48","video","Orn BNK48 shared a video.",6327,249,1152
"Orn BNK48","photo",NA,7481,107,367
"Orn BNK48","photo","Orn BNK48 shared a post.",7261,123,270
"Orn BNK48","photo",NA,30213,701,3786
"Orn BNK48","photo","Orn BNK48 shared a post.",5684,60,156
"Orn BNK48","photo","Orn BNK48 shared a post.",5439,79,375
"Orn BNK48","video","Orn BNK48 shared a video.",9299,269,1498
"Orn BNK48","photo","Orn BNK48 shared a post.",7011,70,254
"Orn BNK48","photo",NA,20828,830,1498
"Orn BNK48","video",NA,19163,529,4111
"Orn BNK48","photo","Orn BNK48 shared a post.",8654,118,621
"Orn BNK48","video","Orn BNK48 shared a video.",4759,47,210
"Orn BNK48","photo","Orn BNK48 shared a post.",6435,124,296
"Orn BNK48","photo",NA,19285,367,1438
"Orn BNK48","status",NA,12786,485,486
"Orn BNK48","photo",NA,7957,84,277
"Orn BNK48","photo",NA,16986,341,1511
"Orn BNK48","status",NA,15369,513,805
"Orn BNK48","photo",NA,23213,384,1843
"Orn BNK48","photo","Orn BNK48 shared a post.",5469,54,95
"Orn BNK48","photo",NA,19403,288,1363
"Orn BNK48","video",NA,14739,275,1899
"Orn BNK48","photo",NA,16444,179,1284
"Orn BNK48","photo",NA,11862,194,668
"Orn BNK48","photo",NA,10987,196,275
"Orn BNK48","photo",NA,23374,416,2108
"Orn BNK48","photo","Orn BNK48 shared a post.",9603,234,780
"Orn BNK48","photo",NA,18445,494,1940
"Orn BNK48","photo",NA,19411,350,1713
"Orn BNK48","photo",NA,6094,215,228
"Orn BNK48","video",NA,16560,510,2790
"Orn BNK48","photo",NA,11236,152,535
