"from_name","type","story","likes_count","comments_count","shares_count"
"Orn BNK48","photo",NA,18703,299,1358
"Orn BNK48","photo","Orn BNK48 shared a post.",7620,272,308
"Orn BNK48","photo",NA,27573,621,2206
"Orn BNK48","photo",NA,27565,546,3195
"Orn BNK48","photo",NA,11983,173,200
"Orn BNK48","video","Orn BNK48 shared a post.",10189,201,387
"Orn BNK48","photo",NA,13067,239,631
"Orn BNK48","status",NA,15443,465,389
"Orn BNK48","status",NA,25071,878,2770
"Orn BNK48","photo",NA,20575,353,1497
"Orn BNK48","photo",NA,18086,251,1132
"Orn BNK48","link","Orn BNK48 shared a post.",13848,173,392
"Orn BNK48","video","Orn BNK48 shared a video.",6032,92,404
"Orn BNK48","photo","Orn BNK48 shared a post.",9542,169,363
"Orn BNK48","photo",NA,21570,344,1641
"Orn BNK48","status",NA,12851,490,303
"Orn BNK48","video","Orn BNK48 shared a video.",6027,122,481
"Orn BNK48","video",NA,15280,454,2438
"Orn BNK48","link",NA,21117,218,673
"Orn BNK48","photo",NA,21822,398,1502
"Orn BNK48","photo",NA,10723,148,211
"Orn BNK48","photo",NA,17241,244,1061
"Orn BNK48","photo",NA,26660,507,2609
"Orn BNK48","photo",NA,34642,677,3183
"Orn BNK48","photo",NA,23351,344,1648
"Orn BNK48","photo",NA,26276,509,1781
"Orn BNK48","photo",NA,15018,286,923
"Orn BNK48","photo",NA,22208,410,1641
"Orn BNK48","photo",NA,22994,457,1944
"Orn BNK48","photo",NA,26346,520,2337
"Orn BNK48","photo",NA,10470,123,164
"Orn BNK48","photo",NA,34542,1087,4105
"Orn BNK48","photo",NA,20465,560,1392
"Orn BNK48","photo",NA,12027,168,315
"Orn BNK48","photo",NA,11420,251,580
"Orn BNK48","photo",NA,26753,605,2311
"Orn BNK48","photo",NA,28470,738,2828
"Orn BNK48","photo",NA,17625,326,1337
"Orn BNK48","photo",NA,14942,262,853
"Orn BNK48","photo",NA,10460,192,355
"Orn BNK48","photo",NA,24088,574,2662
"Orn BNK48","photo",NA,10912,179,512
"Orn BNK48","photo",NA,41383,1091,7622
"Orn BNK48","link",NA,16974,186,523
"Orn BNK48","photo","Orn BNK48 shared a post.",5570,54,115
"Orn BNK48","photo",NA,20301,383,1630
"Orn BNK48","status",NA,24291,838,1794
"Orn BNK48","photo",NA,25127,494,3161
"Orn BNK48","video",NA,11439,87,205
"Orn BNK48","photo",NA,28692,617,3680
"Orn BNK48","photo",NA,8826,123,285
"Orn BNK48","video",NA,7108,221,177
"Orn BNK48","photo",NA,17217,395,750
"Orn BNK48","video",NA,10298,373,575
"Orn BNK48","status",NA,13324,577,701
"Orn BNK48","photo","Orn BNK48 shared a post.",6771,233,349
"Orn BNK48","photo",NA,11746,247,980
"Orn BNK48","photo",NA,19467,446,1732
"Orn BNK48","photo",NA,21107,455,2054
"Orn BNK48","photo","Orn BNK48 shared a post.",7087,77,103
"Orn BNK48","link","Orn BNK48 shared a post.",3694,84,75
"Orn BNK48","photo",NA,23235,597,2587
"Orn BNK48","photo",NA,11927,404,585
"Orn BNK48","photo","Orn BNK48 shared a post.",15387,394,828
"Orn BNK48","photo",NA,7865,139,170
"Orn BNK48","photo",NA,16108,435,1150
"Orn BNK48","photo",NA,8357,144,186
"Orn BNK48","status",NA,10110,340,178
"Orn BNK48","video","Orn BNK48 shared a video.",5165,141,264
"Orn BNK48","status",NA,16836,4204,293
"Orn BNK48","photo",NA,32404,958,4033
"Orn BNK48","photo",NA,18812,402,1533
"Orn BNK48","video",NA,15375,240,462
"Orn BNK48","status",NA,13437,1528,373
"Orn BNK48","photo",NA,24282,546,2057
"Orn BNK48","photo",NA,23140,850,2467
"Orn BNK48","video","Orn BNK48 shared a post.",5795,116,470
"Orn BNK48","photo",NA,18103,344,1642
"Orn BNK48","photo",NA,7261,99,102
"Orn BNK48","photo","Orn BNK48 shared a post.",5622,96,107
"Orn BNK48","photo",NA,14326,312,1185
"Orn BNK48","status",NA,11910,531,700
"Orn BNK48","status",NA,14192,567,783
"Orn BNK48","photo",NA,32266,1221,4702
"Orn BNK48","video",NA,13486,529,2315
"Orn BNK48","video",NA,7835,388,769
"Orn BNK48","photo",NA,20992,549,2032
"Orn BNK48","photo",NA,7920,136,162
"Orn BNK48","photo",NA,8775,126,258
"Orn BNK48","photo",NA,16631,551,1574
"Orn BNK48","photo",NA,14027,453,781
"Orn BNK48","photo",NA,15706,364,1237
"Orn BNK48","photo",NA,20018,571,1680
"Orn BNK48","status",NA,13021,491,309
"Orn BNK48","photo",NA,12171,297,635
"Orn BNK48","photo",NA,16237,510,1066
"Orn BNK48","photo",NA,12158,173,788
"Orn BNK48","video","Orn BNK48 shared a video.",9211,204,854
"Orn BNK48","photo",NA,10567,291,834
"Orn BNK48","link",NA,14656,273,925
"Orn BNK48","photo",NA,23001,579,2740
"Orn BNK48","photo",NA,10394,296,606
"Orn BNK48","video",NA,11956,423,1737
"Orn BNK48","photo","Orn BNK48 shared a post.",4421,68,181
"Orn BNK48","link",NA,10891,229,228
"Orn BNK48","status",NA,13585,488,690
"Orn BNK48","status",NA,10049,386,264
"Orn BNK48","photo",NA,13478,263,1046
"Orn BNK48","photo",NA,21421,551,2165
"Orn BNK48","link",NA,12953,290,825
"Orn BNK48","status",NA,16517,472,592
"Orn BNK48","photo",NA,9181,187,537
"Orn BNK48","photo","Orn BNK48 shared an album: แจกบัตร Motor Show ครั้งที่ 2.",5286,151,160
"Orn BNK48","video","Orn BNK48 shared a video.",5846,204,264
"Orn BNK48","photo",NA,8081,184,323
"Orn BNK48","photo",NA,8602,203,247
"Orn BNK48","photo",NA,18751,461,1024
"Orn BNK48","photo",NA,8712,264,339
"Orn BNK48","photo",NA,19534,467,1564
"Orn BNK48","photo",NA,18710,490,1135
"Orn BNK48","video",NA,13595,231,585
"Orn BNK48","photo",NA,20435,751,2197
"Orn BNK48","video",NA,11946,744,1885
"Orn BNK48","video","Orn BNK48 shared a video.",6712,162,366
"Orn BNK48","photo",NA,20436,510,1358
"Orn BNK48","video",NA,11837,412,574
"Orn BNK48","photo",NA,23176,729,2051
"Orn BNK48","photo",NA,12754,337,640
"Orn BNK48","photo","Orn BNK48 updated their profile picture.",41162,1633,3120
"Orn BNK48","status",NA,16589,1092,788
"Orn BNK48","photo",NA,10650,193,421
"Orn BNK48","link",NA,15810,1205,583
"Orn BNK48","photo",NA,19583,505,1161
"Orn BNK48","photo",NA,7725,164,96
"Orn BNK48","photo",NA,6974,120,72
"Orn BNK48","photo",NA,20161,436,1738
"Orn BNK48","photo",NA,23585,891,1388
"Orn BNK48","video","Orn BNK48 shared a post.",4939,74,95
"Orn BNK48","photo",NA,23804,537,1678
"Orn BNK48","video","Orn BNK48 shared a post.",2814,24,54
"Orn BNK48","video",NA,7752,97,188
"Orn BNK48","video",NA,10011,458,1168
"Orn BNK48","photo",NA,20191,459,1869
"Orn BNK48","status",NA,11655,1020,365
"Orn BNK48","video","Orn BNK48 shared a video.",3521,64,168
"Orn BNK48","status",NA,6950,321,70
"Orn BNK48","video",NA,8216,133,56
"Orn BNK48","photo",NA,4526,92,136
"Orn BNK48","video",NA,6370,93,129
"Orn BNK48","photo",NA,13741,502,1043
"Orn BNK48","status",NA,12904,831,155
"Orn BNK48","photo",NA,18198,490,1408
"Orn BNK48","link","Orn BNK48 shared a post.",10665,279,355
"Orn BNK48","photo","Orn BNK48 shared a post.",7571,229,401
"Orn BNK48","photo",NA,4796,49,84
"Orn BNK48","link",NA,12590,179,440
"Orn BNK48","photo",NA,16111,389,1115
"Orn BNK48","video",NA,7862,219,607
"Orn BNK48","video","Orn BNK48 shared a video.",2632,28,86
"Orn BNK48","photo",NA,5221,176,91
"Orn BNK48","video","Orn BNK48 shared a video.",2330,41,73
"Orn BNK48","photo",NA,19392,567,953
"Orn BNK48","photo",NA,13975,327,618
"Orn BNK48","photo",NA,5316,85,50
"Orn BNK48","status",NA,8356,397,82
"Orn BNK48","photo","Orn BNK48 shared a post.",3805,165,115
"Orn BNK48","photo",NA,11654,309,575
"Orn BNK48","video","Orn BNK48 shared a post.",4002,75,180
"Orn BNK48","photo","Orn BNK48 shared a post.",2424,48,35
"Orn BNK48","photo",NA,7098,207,495
"Orn BNK48","photo",NA,6468,248,133
"Orn BNK48","video","Orn BNK48 shared a video.",1848,25,16
"Orn BNK48","photo",NA,9218,175,451
"Orn BNK48","status",NA,9535,542,201
"Orn BNK48","photo",NA,11131,217,608
"Orn BNK48","photo",NA,18613,475,1888
"Orn BNK48","photo",NA,5626,208,76
"Orn BNK48","photo",NA,11467,222,665
"Orn BNK48","link",NA,4437,56,103
"Orn BNK48","video",NA,4442,170,313
"Orn BNK48","photo",NA,8289,197,366
"Orn BNK48","photo",NA,10453,331,479
"Orn BNK48","video","Orn BNK48 shared a video.",2627,50,177
"Orn BNK48","video","Orn BNK48 shared a video.",3550,92,141
"Orn BNK48","photo",NA,5031,81,34
"Orn BNK48","video",NA,5608,98,114
"Orn BNK48","video",NA,8353,249,672
"Orn BNK48","photo",NA,8473,159,277
"Orn BNK48","photo",NA,9937,351,425
"Orn BNK48","status",NA,5744,162,49
"Orn BNK48","photo","Orn BNK48 shared a post.",6444,132,300
"Orn BNK48","status",NA,11337,903,1549
"Orn BNK48","photo",NA,10859,277,509
"Orn BNK48","photo",NA,5563,160,59
"Orn BNK48","photo",NA,11974,245,502
"Orn BNK48","photo",NA,11117,209,394
"Orn BNK48","link",NA,9975,182,644
"Orn BNK48","photo",NA,13788,411,833
"Orn BNK48","status",NA,8330,405,335
"Orn BNK48","video","Orn BNK48 shared a post.",3796,81,64
"Orn BNK48","photo",NA,10831,325,417
"Orn BNK48","video",NA,6574,199,416
"Orn BNK48","status",NA,7067,210,74
"Orn BNK48","video","Orn BNK48 shared a video.",5048,390,474
"Orn BNK48","photo",NA,15397,372,950
"Orn BNK48","video","Orn BNK48 shared a video.",1423,75,205
"Orn BNK48","link",NA,3660,108,60
"Orn BNK48","status",NA,7255,460,115
"Orn BNK48","photo",NA,12538,356,651
"Orn BNK48","photo",NA,11628,197,724
"Orn BNK48","photo","Orn BNK48 shared a post.",3533,49,22
"Orn BNK48","video",NA,5916,72,224
"Orn BNK48","link",NA,9960,217,942
"Orn BNK48","photo",NA,9759,228,371
"Orn BNK48","photo","Orn BNK48 shared a post.",2375,29,19
"Orn BNK48","photo",NA,10797,226,647
"Orn BNK48","photo",NA,6641,270,225
"Orn BNK48","photo",NA,7189,620,356
"Orn BNK48","photo",NA,10557,248,311
"Orn BNK48","video","Orn BNK48 shared a video.",5556,207,716
"Orn BNK48","link",NA,3658,71,116
"Orn BNK48","photo",NA,7028,148,170
"Orn BNK48","photo","Orn BNK48 shared a post.",3367,128,159
"Orn BNK48","video","Orn BNK48 shared a video.",3841,165,353
"Orn BNK48","photo",NA,5990,142,609
"Orn BNK48","video","Orn BNK48 shared a video.",2616,137,189
"Orn BNK48","photo",NA,8675,251,521
"Orn BNK48","status",NA,5694,324,128
"Orn BNK48","status",NA,4752,167,64
"Orn BNK48","video",NA,7089,295,832
"Orn BNK48","photo",NA,4695,74,186
"Orn BNK48","photo",NA,3669,150,50
"Orn BNK48","photo",NA,6324,136,335
"Orn BNK48","status",NA,4093,173,37
"Orn BNK48","photo","Orn BNK48 shared a post.",4666,134,136
"Orn BNK48","video","Orn BNK48 shared a video.",1731,88,26
"Orn BNK48","photo",NA,6127,149,321
"Orn BNK48","photo","Orn BNK48 shared a post.",1625,69,20
"Orn BNK48","photo",NA,8344,330,1039
"Orn BNK48","photo",NA,6303,221,433
"Orn BNK48","photo",NA,1816,76,16
"Orn BNK48","photo",NA,2488,142,25
"Orn BNK48","status",NA,4033,354,72
"Orn BNK48","status",NA,3817,512,129
"Orn BNK48","photo",NA,6785,222,592
"Orn BNK48","status",NA,4129,269,139
"Orn BNK48","photo",NA,1830,42,46
"Orn BNK48","photo",NA,5054,121,254
"Orn BNK48","photo",NA,4036,96,190
"Orn BNK48","photo",NA,3896,77,154
"Orn BNK48","photo",NA,5682,160,310
"Orn BNK48","photo",NA,4880,146,199
"Orn BNK48","video",NA,3413,112,312
"Orn BNK48","photo","Orn BNK48 shared a post.",2923,85,38
"Orn BNK48","photo",NA,5073,121,244
"Orn BNK48","photo",NA,4716,65,153
"Orn BNK48","video",NA,3828,131,287
"Orn BNK48","photo","Orn BNK48 shared an album: BNK48 2nd Single Koisuru Fortune Cookie Handshake Event.",1245,59,10
"Orn BNK48","photo",NA,2219,86,61
"Orn BNK48","video","Orn BNK48 shared a video.",1485,46,35
"Orn BNK48","photo",NA,5423,139,353
"Orn BNK48","photo","Orn BNK48 shared a post.",3211,70,54
"Orn BNK48","photo",NA,3927,69,94
"Orn BNK48","photo",NA,4217,120,246
"Orn BNK48","video","Orn BNK48 shared a video.",1048,35,28
"Orn BNK48","photo",NA,3823,73,133
"Orn BNK48","photo",NA,2539,68,41
"Orn BNK48","photo",NA,3896,199,55
"Orn BNK48","status",NA,1820,311,35
"Orn BNK48","photo",NA,3284,93,140
"Orn BNK48","status","Orn BNK48 is feeling festive.",2224,108,11
"Orn BNK48","photo",NA,3733,170,204
"Orn BNK48","status",NA,2486,430,47
"Orn BNK48","status",NA,2020,105,25
"Orn BNK48","photo",NA,1422,14,53
"Orn BNK48","photo",NA,3773,86,246
"Orn BNK48","video",NA,865,13,4
"Orn BNK48","photo",NA,3691,69,156
"Orn BNK48","video",NA,2951,134,358
"Orn BNK48","photo",NA,3155,72,138
"Orn BNK48","photo",NA,3587,128,205
"Orn BNK48","photo",NA,3388,67,210
"Orn BNK48","photo",NA,2284,79,119
"Orn BNK48","photo",NA,3285,63,175
"Orn BNK48","photo",NA,1923,45,49
"Orn BNK48","video",NA,2676,114,279
"Orn BNK48","photo",NA,2639,52,170
"Orn BNK48","link",NA,1274,31,88
"Orn BNK48","photo",NA,2885,77,232
"Orn BNK48","photo",NA,1548,27,46
"Orn BNK48","photo",NA,2983,69,222
"Orn BNK48","link","Orn BNK48 shared a link.",877,11,65
"Orn BNK48","photo",NA,4200,149,501
"Orn BNK48","video","Orn BNK48 shared a video.",10356,180,475
"Orn BNK48","photo",NA,2263,37,57
"Orn BNK48","photo",NA,1562,32,51
"Orn BNK48","photo",NA,2081,32,81
"Orn BNK48","video",NA,3847,257,975
"Orn BNK48","photo",NA,985,25,12
"Orn BNK48","photo",NA,2095,69,70
"Orn BNK48","photo","Orn BNK48 shared a post.",678,14,0
"Orn BNK48","photo","Orn BNK48 shared a post.",410,10,0
"Orn BNK48","photo","Orn BNK48 shared a post.",826,28,0
"Orn BNK48","video","Orn BNK48 shared a live video.",391,19,0
"Orn BNK48","photo",NA,2536,136,143
"Orn BNK48","photo",NA,1325,9,15
"Orn BNK48","photo",NA,1763,42,31
"Orn BNK48","photo",NA,2325,55,102
"Orn BNK48","photo","Orn BNK48 shared a post.",530,24,1
"Orn BNK48","photo","Orn BNK48 shared a post.",1408,65,0
"Orn BNK48","video","Orn BNK48 shared a live video.",466,9,2
"Orn BNK48","photo","Orn BNK48 shared a post.",736,23,0
"Orn BNK48","photo",NA,1418,19,40
"Orn BNK48","photo",NA,2000,55,76
"Orn BNK48","video",NA,625,21,27
"Orn BNK48","photo","Orn BNK48 shared a post.",632,5,0
"Orn BNK48","photo",NA,1482,18,29
"Orn BNK48","photo",NA,2154,80,106
"Orn BNK48","photo",NA,3278,119,235
"Orn BNK48","photo","Orn BNK48 shared a post.",577,27,0
"Orn BNK48","link","Orn BNK48 shared a post.",579,65,0
"Orn BNK48","photo",NA,1972,53,77
"Orn BNK48","photo",NA,1949,55,92
"Orn BNK48","photo",NA,939,32,63
"Orn BNK48","photo","Orn BNK48 shared a post.",519,22,0
"Orn BNK48","photo",NA,809,20,19
"Orn BNK48","photo","Orn BNK48 shared a post.",475,11,0
"Orn BNK48","photo",NA,1274,38,43
"Orn BNK48","photo",NA,1444,31,34
"Orn BNK48","video",NA,1121,39,70
"Orn BNK48","photo",NA,1310,46,43
"Orn BNK48","photo",NA,689,12,11
"Orn BNK48","video",NA,547,8,7
"Orn BNK48","video",NA,2192,108,260
"Orn BNK48","photo","Orn BNK48 shared a post.",889,38,0
"Orn BNK48","photo",NA,2387,40,116
"Orn BNK48","photo",NA,2031,32,37
"Orn BNK48","video","Orn BNK48 shared a video.",707,32,0
"Orn BNK48","photo","Orn BNK48 shared a post.",563,12,0
"Orn BNK48","video",NA,2549,113,374
"Orn BNK48","photo",NA,1702,44,42
"Orn BNK48","photo",NA,2354,92,116
"Orn BNK48","photo",NA,1127,11,13
"Orn BNK48","status",NA,1790,256,22
"Orn BNK48","photo",NA,982,18,15
"Orn BNK48","photo",NA,1893,32,55
"Orn BNK48","photo",NA,1422,32,22
"Orn BNK48","video","Orn BNK48 shared a video.",472,56,1
"Orn BNK48","photo",NA,2202,35,53
"Orn BNK48","photo","Orn BNK48 shared a post.",688,21,0
"Orn BNK48","video",NA,1607,62,118
"Orn BNK48","photo",NA,1572,23,59
"Orn BNK48","photo",NA,2218,53,82
"Orn BNK48","photo","Orn BNK48 updated their profile picture.",2647,47,11
"Orn BNK48","photo",NA,1508,31,38
"Orn BNK48","video","Orn BNK48 shared a video.",521,4,0
"Orn BNK48","photo","Orn BNK48 shared a post.",523,31,0
"Orn BNK48","photo",NA,1503,22,24
"Orn BNK48","photo",NA,2286,51,85
"Orn BNK48","video",NA,718,12,0
"Orn BNK48","link","Orn BNK48 shared a post.",417,2,0
"Orn BNK48","video","Orn BNK48 shared a post.",413,3,0
"Orn BNK48","photo","Orn BNK48 shared a post.",324,2,0
"Orn BNK48","link","Orn BNK48 shared a link.",549,1,16
"Orn BNK48","photo","Orn BNK48 shared a post.",524,1,0
"Orn BNK48","photo","Orn BNK48 shared an album: ๙.",633,1,0
"Orn BNK48","photo",NA,1255,7,69
"Orn BNK48","link","Orn BNK48 shared a post.",507,7,0
"Orn BNK48","photo",NA,2483,87,182
"Orn BNK48","link","Orn BNK48 shared a post.",594,1,0
"Orn BNK48","photo",NA,1732,22,38
"Orn BNK48","photo",NA,2171,44,87
"Orn BNK48","photo",NA,1901,35,55
"Orn BNK48","photo",NA,2771,52,101
"Orn BNK48","photo",NA,1861,30,32
"Orn BNK48","photo",NA,1792,36,53
"Orn BNK48","photo",NA,1934,14,36
"Orn BNK48","photo",NA,2531,51,62
"Orn BNK48","photo",NA,723,0,20
"Orn BNK48","video","Orn BNK48 shared a post.",813,44,0
"Orn BNK48","photo","Orn BNK48 shared a post.",368,2,0
"Orn BNK48","photo",NA,784,3,7
"Orn BNK48","photo",NA,1635,23,21
"Orn BNK48","photo",NA,1791,46,36
"Orn BNK48","photo",NA,2276,31,52
"Orn BNK48","photo",NA,1854,26,40
"Orn BNK48","photo",NA,3141,122,382
"Orn BNK48","photo",NA,1187,10,10
"Orn BNK48","photo",NA,1837,42,80
"Orn BNK48","photo",NA,1798,35,52
"Orn BNK48","video","Orn BNK48 shared a video.",489,31,0
"Orn BNK48","photo",NA,1729,38,30
"Orn BNK48","video","Orn BNK48 shared a video.",554,5,1
"Orn BNK48","photo",NA,1992,46,104
"Orn BNK48","photo",NA,1604,28,46
"Orn BNK48","photo",NA,910,17,17
"Orn BNK48","photo",NA,1102,46,34
"Orn BNK48","photo",NA,1062,27,5
"Orn BNK48","photo","Orn BNK48 updated their profile picture.",1474,2,2
"Orn BNK48","photo",NA,1602,17,20
"Orn BNK48","video","Orn BNK48 shared a video.",549,8,0
"Orn BNK48","photo",NA,1355,22,22
"Orn BNK48","photo",NA,1757,22,40
"Orn BNK48","photo",NA,1144,21,24
"Orn BNK48","photo",NA,1086,29,81
"Orn BNK48","photo",NA,1407,31,52
"Orn BNK48","photo",NA,1786,39,52
"Orn BNK48","photo",NA,1685,42,52
"Orn BNK48","photo",NA,1569,16,24
"Orn BNK48","photo","Orn BNK48 shared a post.",1348,90,0
"Orn BNK48","photo",NA,1600,41,35
"Orn BNK48","photo",NA,1359,13,31
"Orn BNK48","photo",NA,1301,25,29
"Orn BNK48","photo",NA,564,17,14
"Orn BNK48","photo","Orn BNK48 shared a post.",1344,72,0
"Orn BNK48","video",NA,991,40,53
"Orn BNK48","video",NA,1644,90,193
"Orn BNK48","video","Orn BNK48 shared a video.",591,26,0
"Orn BNK48","photo","Orn BNK48 shared a post.",721,142,1
"Orn BNK48","video",NA,1386,33,155
"Orn BNK48","video","Orn BNK48 shared a video.",515,32,2
"Orn BNK48","photo",NA,1525,25,39
"Orn BNK48","photo","Orn BNK48 shared a post.",334,42,0
"Orn BNK48","video",NA,6266,435,2654
"Orn BNK48","photo",NA,1382,24,43
"Orn BNK48","photo",NA,1034,33,54
"Orn BNK48","photo",NA,1170,24,23
"Orn BNK48","photo",NA,1697,80,70
"Orn BNK48","photo",NA,1234,18,10
"Orn BNK48","photo",NA,1197,31,16
"Orn BNK48","photo",NA,440,27,38
"Orn BNK48","video",NA,944,18,36
"Orn BNK48","video","Orn BNK48 shared a video.",600,26,1
"Orn BNK48","video",NA,1139,33,46
"Orn BNK48","photo",NA,1120,27,14
"Orn BNK48","photo",NA,1628,51,74
"Orn BNK48","photo",NA,556,27,2
"Orn BNK48","photo",NA,1363,36,71
"Orn BNK48","photo",NA,1572,58,20
"Orn BNK48","photo",NA,1680,46,29
"Orn BNK48","photo",NA,1145,27,12
"Orn BNK48","photo",NA,1293,53,73
"Orn BNK48","photo",NA,1336,27,21
"Orn BNK48","photo",NA,1120,91,16
"Orn BNK48","photo",NA,1623,38,55
"Orn BNK48","photo",NA,2047,89,168
"Orn BNK48","photo",NA,404,10,6
"Orn BNK48","photo",NA,1529,64,60
"Orn BNK48","photo",NA,1700,81,93
"Orn BNK48","photo",NA,1406,98,63
"Orn BNK48","photo","Orn BNK48 shared a post.",489,27,0
"Orn BNK48","photo",NA,1027,13,26
"Orn BNK48","video","Orn BNK48 shared a video.",432,27,0
"Orn BNK48","photo",NA,1278,27,75
"Orn BNK48","photo",NA,726,45,7
"Orn BNK48","photo",NA,1659,47,77
"Orn BNK48","video",NA,1243,76,150
"Orn BNK48","photo",NA,1494,24,41
"Orn BNK48","video",NA,538,26,14
"Orn BNK48","status",NA,720,40,4
"Orn BNK48","photo",NA,573,22,7
"Orn BNK48","status",NA,746,111,7
"Orn BNK48","photo","Orn BNK48 shared a post.",1266,156,6
"Orn BNK48","photo",NA,588,7,8
"Orn BNK48","photo",NA,1160,15,19
"Orn BNK48","photo","Orn BNK48 shared a photo.",617,48,0
"Orn BNK48","link","Orn BNK48 shared a post.",612,11,0
"Orn BNK48","photo",NA,573,25,51
"Orn BNK48","photo",NA,1080,30,25
"Orn BNK48","video","Orn BNK48 shared a video.",290,22,1
"Orn BNK48","photo",NA,1356,13,36
"Orn BNK48","photo",NA,1090,8,27
"Orn BNK48","photo",NA,1225,17,33
"Orn BNK48","photo",NA,516,10,5
"Orn BNK48","photo",NA,1657,62,315
"Orn BNK48","photo",NA,1512,24,74
"Orn BNK48","photo",NA,1323,26,73
"Orn BNK48","photo","Orn BNK48 shared a post.",208,1,0
"Orn BNK48","photo",NA,640,17,6
"Orn BNK48","photo",NA,663,13,35
"Orn BNK48","photo",NA,1257,31,32
"Orn BNK48","photo",NA,1032,13,16
"Orn BNK48","photo",NA,1569,34,77
"Orn BNK48","photo",NA,1001,13,27
"Orn BNK48","video","Orn BNK48 shared a video.",369,26,0
"Orn BNK48","photo",NA,1007,15,19
"Orn BNK48","photo",NA,1306,26,46
"Orn BNK48","photo",NA,937,20,34
"Orn BNK48","video","Orn BNK48 shared a video.",710,44,0
"Orn BNK48","video","Orn BNK48 shared a video.",584,39,0
"Orn BNK48","photo",NA,856,2,25
"Orn BNK48","video",NA,752,25,50
"Orn BNK48","photo",NA,614,34,17
"Orn BNK48","photo",NA,820,16,18
"Orn BNK48","photo",NA,876,13,19
"Orn BNK48","photo",NA,735,6,27
"Orn BNK48","video","Orn BNK48 shared a video.",476,12,0
"Orn BNK48","photo",NA,598,18,9
"Orn BNK48","photo",NA,1291,22,66
"Orn BNK48","photo",NA,662,21,24
"Orn BNK48","photo",NA,1137,29,43
"Orn BNK48","link","Orn BNK48 shared a post.",576,14,0
"Orn BNK48","photo",NA,542,13,13
"Orn BNK48","photo",NA,771,16,7
"Orn BNK48","photo",NA,1305,13,40
"Orn BNK48","photo",NA,693,13,11
"Orn BNK48","photo",NA,637,15,10
"Orn BNK48","photo",NA,1093,18,42
"Orn BNK48","photo",NA,1692,53,114
"Orn BNK48","link","Orn BNK48 shared a post.",647,40,0
"Orn BNK48","photo",NA,1246,15,58
"Orn BNK48","photo",NA,1125,25,32
"Orn BNK48","photo",NA,580,14,48
"Orn BNK48","photo",NA,475,0,3
"Orn BNK48","photo",NA,1108,10,25
"Orn BNK48","photo",NA,899,14,34
"Orn BNK48","photo",NA,337,2,4
"Orn BNK48","photo",NA,397,2,5
"Orn BNK48","photo",NA,738,8,4
"Orn BNK48","photo",NA,884,13,32
"Orn BNK48","photo",NA,593,5,17
"Orn BNK48","photo",NA,689,9,26
"Orn BNK48","video",NA,1129,33,137
"Orn BNK48","photo",NA,1503,31,91
"Orn BNK48","video",NA,531,7,27
"Orn BNK48","photo",NA,1189,17,74
"Orn BNK48","photo",NA,1119,22,38
"Orn BNK48","photo",NA,439,7,24
"Orn BNK48","photo",NA,572,0,7
"Orn BNK48","photo",NA,1169,20,49
"Orn BNK48","photo",NA,493,5,12
"Orn BNK48","photo",NA,769,15,40
"Orn BNK48","photo",NA,1441,24,98
"Orn BNK48","photo",NA,899,10,38
"Orn BNK48","photo",NA,861,13,22
"Tarwaan BNK48","video",NA,7438,264,2262
"Tarwaan BNK48","photo",NA,9717,212,817
"Tarwaan BNK48","video",NA,9098,481,4000
"Tarwaan BNK48","photo",NA,7187,150,462
"Tarwaan BNK48","photo",NA,6423,189,641
"Tarwaan BNK48","photo",NA,7454,159,517
"Tarwaan BNK48","photo",NA,6770,191,538
"Tarwaan BNK48","video",NA,7982,206,1314
"Tarwaan BNK48","photo",NA,8777,170,755
"Tarwaan BNK48","video","Tarwaan BNK48 shared a video.",4024,85,300
"Tarwaan BNK48","video",NA,7753,222,1063
"Tarwaan BNK48","photo",NA,9485,189,699
"Tarwaan BNK48","photo",NA,9564,261,751
"Tarwaan BNK48","video",NA,5325,135,477
"Tarwaan BNK48","photo",NA,11857,348,772
"Tarwaan BNK48","photo",NA,8721,146,521
"Tarwaan BNK48","photo",NA,12692,219,994
"Tarwaan BNK48","video",NA,8254,283,1399
"Tarwaan BNK48","photo",NA,14058,318,874
"Tarwaan BNK48","photo",NA,9605,211,477
"Tarwaan BNK48","photo",NA,11873,214,789
"Tarwaan BNK48","photo",NA,9310,185,509
"Tarwaan BNK48","photo",NA,15955,348,1608
"Tarwaan BNK48","photo",NA,11333,167,763
"Tarwaan BNK48","photo",NA,8777,118,377
"Tarwaan BNK48","photo",NA,8879,171,482
"Tarwaan BNK48","photo",NA,11468,281,1025
"Tarwaan BNK48","photo",NA,9713,130,577
"Tarwaan BNK48","photo",NA,6209,165,336
"Tarwaan BNK48","photo",NA,7987,172,420
"Tarwaan BNK48","photo",NA,6897,165,371
"Tarwaan BNK48","photo",NA,10223,182,637
"Tarwaan BNK48","photo",NA,7685,142,438
"Tarwaan BNK48","photo",NA,9297,402,489
"Tarwaan BNK48","photo",NA,10253,207,636
"Tarwaan BNK48","photo",NA,12602,282,1131
"Tarwaan BNK48","photo",NA,10357,197,624
"Tarwaan BNK48","video",NA,6953,223,942
"Tarwaan BNK48","photo",NA,5924,103,205
"Tarwaan BNK48","photo",NA,11842,378,939
"Tarwaan BNK48","video",NA,8217,322,1625
"Tarwaan BNK48","photo",NA,5765,94,238
"Tarwaan BNK48","photo",NA,6656,117,188
"Tarwaan BNK48","photo",NA,11611,349,983
